"max","min","mean","sd","rms","skewness","kurtosis","crest","form","fault_type"
0.21779,-0.1986,0.0124209802441406,0.0749967103504838,0.0759821994379531,-0.162737355286748,-0.249050427392194,2.86632924041435,6.11724662180318,"Normal"
0.21216,-0.27287,0.0115889098632812,0.06949936381311,0.0704254744221696,-0.107232264033125,0.178607194330074,3.01254626597465,6.07697145400265,"Normal"
0.21237,-0.2082,0.0146434333789062,0.0770340902112572,0.0783765655585456,0.050254152118023,-0.381294075019542,2.70961094667212,5.35233531170679,"Normal"
0.22301,-0.22676,0.0109370006542969,0.0789724720837455,0.0796880094524827,-0.163348963917483,-0.0403645908893098,2.7985389713239,7.28609350692277,"Normal"
0.18859,-0.18692,0.013358984296875,0.0749586167057753,0.0761036764956762,-0.0284015539317175,-0.326834411105417,2.47806687776397,5.69681607556637,"Normal"
0.21925,-0.20215,0.0105587726269531,0.0717913507355868,0.0725289770961673,0.0824890317197508,-0.11141261495081,3.02292971413747,6.86907272830409,"Normal"
0.19923,-0.2493,0.0109223686425781,0.0726693865644072,0.0734505330841749,-0.122748798687884,-0.254109162036238,2.71243776776516,6.72478063026059,"Normal"
0.24742,-0.2155,0.0096469959375,0.0733291386826554,0.0739254758200871,-0.170794684628216,0.0959599314621884,3.34688410531368,7.66305659285317,"Normal"
0.22072,-0.20361,0.0119656193554688,0.0713976409892045,0.0723589734434286,-0.0875307152510617,-0.0882940316863938,3.05034731003422,6.04724012136969,"Normal"
0.22468,-0.17983,0.0100671536132812,0.0711902977068019,0.0718641551372429,-0.079370633158034,-0.334960573925835,3.12645434390645,7.1384780542571,"Normal"
0.19151,-0.18796,0.0104777979003906,0.0683413772387555,0.0691069244993564,-0.0338429679790066,-0.0597689092128575,2.77121289056618,6.59555807015329,"Normal"
0.20882,-0.19923,0.0131879656835938,0.0749435163670243,0.0760589783728235,-0.230610492953706,-0.164938227619672,2.74550098446514,5.76730181118404,"Normal"
0.18024,-0.19047,0.00994609588867188,0.068693474856953,0.0693765818888762,-0.0819402129718846,-0.375083445767486,2.59799481457157,6.97525769562435,"Normal"
0.21592,-0.23678,0.0119315890429687,0.0729520830238046,0.0738862095570633,-0.124097899459249,-0.0692982153599613,2.92233153242544,6.19248695969834,"Normal"
0.19818,-0.18462,0.0108416809863281,0.0711947509620391,0.0719811413918501,-0.0216888210262705,-0.32982109717051,2.75322113775815,6.63929712399967,"Normal"
0.21967,-0.1865,0.0132657960058594,0.0717111890302332,0.0728934428353108,-0.0713065938436862,-0.264735428835457,3.01357696187164,5.49484122951343,"Normal"
0.18525,-0.18692,0.0100730625,0.0721703410184362,0.0728350068875165,-0.136597559207825,-0.383579613994605,2.54341981852343,7.23067159441496,"Normal"
0.20611,-0.21049,0.0136145980273438,0.0744597269988024,0.0756584028156762,0.00970240737995972,-0.416236375525464,2.72421822731493,5.55715289307275,"Normal"
0.24825,-0.18629,0.0119018238183594,0.0733125185242204,0.0742369855753921,-0.131618083285936,-0.251589396839578,3.3440204781468,6.23744618542213,"Normal"
0.19464,-0.17357,0.0108645569140625,0.0673556142561236,0.0681937454664229,-0.0429313051988496,-0.301024163668536,2.85422070116147,6.276716667401,"Normal"
0.21967,-0.23824,0.0131062658886719,0.0781930632748389,0.07924618915263,-0.0117330313645266,-0.195451926351675,2.77199449398015,6.04643533297494,"Normal"
0.19401,-0.19881,0.0132452418164062,0.0683706257517623,0.0696090074170432,-0.145092385818312,-0.292188750669626,2.78713929704015,5.25539724996354,"Normal"
0.21717,-0.18921,0.0128056031054688,0.0746753163484156,0.0757293908380446,-0.0962222320900402,-0.428390557585255,2.86771090585479,5.91376995010125,"Normal"
0.20632,-0.20862,0.011193407265625,0.0714604545315036,0.0722973168060773,-0.0217619632003628,-0.215133159181715,2.85377119255215,6.45891953097272,"Normal"
0.19464,-0.19589,0.013751090703125,0.0721451686300806,0.0734093653239811,-0.158407545027552,-0.433997291081648,2.65143281297946,5.33843946700886,"Normal"
0.21842,-0.2082,0.00895987822265625,0.0757714010863603,0.0762625589458778,-0.150080377831791,-0.174901684307519,2.86405285921508,8.51156199344738,"Normal"
0.19902,-0.18358,0.00983124348632813,0.0742364522763485,0.0748486627099889,-0.0615687813922034,-0.576534717676831,2.65896534145345,7.61334645145119,"Normal"
0.20111,-0.20903,0.00985645469726562,0.0763643992125937,0.0769608752621545,-0.190947428858218,-0.357393974351178,2.6131459565,7.80817014088291,"Normal"
0.23156,-0.28664,0.00878589751953125,0.0693745333876953,0.0698950488425899,-0.120869643441036,0.450321433897428,3.31296713908155,7.95536809838854,"Normal"
0.19839,-0.21696,0.00838367825195313,0.0712002966083871,0.071657641824912,-0.0511932512002011,-0.444593436879029,2.76858120010069,8.54727956767879,"Normal"
0.20528,-0.20111,0.00971874385742187,0.0690985703958302,0.0697452772986227,-0.170425234234596,-0.228478945584426,2.9432817238803,7.1763674731854,"Normal"
0.20528,-0.22072,0.0107536997070312,0.0749513013313839,0.075682584495196,-0.0833178033375127,-0.482438864522957,2.7123809442981,7.03781829110513,"Normal"
0.2203,-0.20862,0.0080363587890625,0.0704421725086499,0.070864920305241,-0.065947883938143,-0.133516911296298,3.1087313589162,8.81803838844133,"Normal"
0.19568,-0.19088,0.0134298509472656,0.0713111739923545,0.0725305338145966,-0.037791629366321,-0.376982865864911,2.69789824655364,5.40069536880186,"Normal"
0.22781,-0.19944,0.0112100061328125,0.0747733285415483,0.0755728449131612,-0.0819110498733887,-0.352863484289355,3.01444255885524,6.74155250387901,"Normal"
0.19047,-0.18024,0.0124580757519531,0.0693009673988787,0.0703785313237024,-0.0582224459802522,-0.257270583265444,2.70636508630655,5.64922968241455,"Normal"
0.21842,-0.23094,0.013596900234375,0.0709220349697405,0.0721796279727943,-0.072198000573082,-0.135702280442157,3.02606159292378,5.30853552858418,"Normal"
0.19652,-0.24012,0.014146934921875,0.0737252692913967,0.0750349457052345,-0.107727207040324,-0.289404991144732,2.6190463410476,5.30397192887416,"Normal"
0.2251,-0.18817,0.0126069975585937,0.0715350702944155,0.072603067009017,0.0755123742883028,-0.200347848515053,3.10041998600477,5.75894987458979,"Normal"
0.20632,-0.18379,0.0127200475195312,0.0688589403789226,0.0699908769447932,-0.0145634031699675,-0.358020171425272,2.94781275797901,5.50240687680801,"Normal"
0.25263,-0.20862,0.0145943283398438,0.0736382700881449,0.0750352832906647,0.0208279020256169,-0.148791637050663,3.36681610198479,5.1414002442176,"Normal"
0.20173,-0.19526,0.010259870625,0.0721569813597048,0.0728478572410832,0.036461252787558,-0.348169192087027,2.76919607027552,7.10027054956974,"Normal"
0.24867,-0.22176,0.014372340546875,0.0726370502466057,0.0740104908767064,0.0435829825792192,0.0761887120754485,3.35992907295072,5.14950857414791,"Normal"
0.22218,-0.20111,0.0135754063378906,0.0719287369880307,0.0731640784697914,-0.0934416659073526,-0.0683941250903382,3.0367361230653,5.38945771852012,"Normal"
0.22468,-0.17816,0.0123543838671875,0.0713609565775707,0.0723881474488736,0.0952836446357997,-0.27121506099701,3.10382304173052,5.85930858447196,"Normal"
0.25368,-0.20403,0.0140286453710938,0.076762314237145,0.0779968039695704,0.0550076854224983,-0.0528756140803095,3.25244096025999,5.55982433844139,"Normal"
0.1792,-0.18442,0.0130679533398438,0.0699657320570752,0.0711420733072092,-0.107856655294973,-0.269349143291916,2.51890325470513,5.44401035549302,"Normal"
0.24366,-0.22072,0.0125906916796875,0.0777068639517099,0.0786828150834893,-0.00922197613175899,-0.301456878775565,3.09673719402967,6.24928455760917,"Normal"
0.31125,-0.18066,0.0129611013183594,0.071616832666852,0.0727458047460244,0.199104242986046,0.330613217469494,4.27859724813904,5.61262526688068,"Normal"
0.22218,-0.21112,0.0152187201757813,0.076078508858283,0.0775493176579313,-0.017604826195665,-0.376426744549334,2.86501553733886,5.09565303535454,"Normal"
0.23302,-0.17086,0.0117242768164063,0.0670405681031791,0.0680257843694462,-0.115707696368967,-0.136815901880972,3.42546583122768,5.8021305223922,"Normal"
0.25263,-0.22051,0.0136367383691406,0.0723208629342996,0.0735605881367186,-0.0530178732488636,0.0323345651189242,3.43431185637703,5.39429489262501,"Normal"
0.22864,-0.20048,0.0119731966699219,0.0717808541852397,0.0727380006361199,-0.0384543501667713,-0.227392016122604,3.14333633039761,6.07506939386091,"Normal"
0.20048,-0.20403,0.0153595237402344,0.0694042312440907,0.0710503922156532,-0.0104857272345653,-0.475285644679551,2.82165930050745,4.62582000700556,"Normal"
0.20528,-0.1817,0.0117670444140625,0.0698543521480546,0.0708048627150218,0.0875711680514794,-0.254781336859398,2.89923590172357,6.01721725724131,"Normal"
0.21717,-0.21654,0.0141412692285156,0.0703071384656926,0.0716815316149651,0.0760399357918142,-0.231165968027611,3.02965066603935,5.06896025078291,"Normal"
0.27141,-0.22343,0.0120002793554688,0.0710759302452601,0.0720476313160684,0.0669080863367388,0.0221193373864468,3.7670912289863,6.0038295094551,"Normal"
0.26014,-0.19297,0.0121893399121094,0.07290219772769,0.0738790922696074,0.240186671596299,0.130213763937371,3.52115858503878,6.06095923178029,"Normal"
0.23281,-0.18567,0.0144788117382812,0.0735034971302465,0.0748807314529028,0.0294293562025413,-0.267148527160591,3.10907753547291,5.17174563813978,"Normal"
0.21925,-0.26452,0.0120225100195313,0.0689633385791562,0.069970267546132,-0.194561704131303,0.262379516548341,3.13347379807354,5.81993838495132,"Normal"
0.21258,-0.19526,0.0137310959277344,0.0731338032268889,0.074376561989289,-0.0447988466705694,-0.236580100147215,2.85815846167525,5.41665154629511,"Normal"
0.23302,-0.17628,0.012315294453125,0.0705185920508276,0.0715519530282492,0.0957156416595498,-0.154656510118809,3.25665464236877,5.81000749113984,"Normal"
0.19213,-0.184,0.0128823606152344,0.0681090533013155,0.0692839681049441,-0.0769497127537192,-0.422821582205889,2.77308019813446,5.37820436597702,"Normal"
0.22051,-0.18963,0.00988830400390625,0.0716667975507677,0.0723110826597768,0.135092754273326,-0.109846390703071,3.0494634002024,7.31278919329454,"Normal"
0.19652,-0.20674,0.0130254518847656,0.0728471676661792,0.0739674921838072,-0.185691595023931,-0.141923246070152,2.65684281294346,5.67868914170407,"Normal"
0.21279,-0.22614,0.0110150885058594,0.0749197477143092,0.0756889645702832,0.00101598599038935,-0.209351544031759,2.81137417070104,6.87138959709865,"Normal"
0.19798,-0.18108,0.009781885625,0.0675840607157322,0.068255622458475,-0.00907183509254884,-0.153101968480317,2.90056691110606,6.97775716003375,"Normal"
0.18963,-0.17962,0.0115631024609375,0.0715830212317777,0.0724764115766942,0.0501918121845958,-0.536333492905244,2.61643748461987,6.26790360299359,"Normal"
0.23699,-0.21759,0.0125207430859375,0.0722692972269403,0.0733111170857195,0.0622185218345232,0.1583041940602,3.23266114909827,5.85517301828977,"Normal"
0.22468,-0.20069,0.0134522311035156,0.0737531022198621,0.0749344418634103,-0.0505130779667331,-0.185977622388721,2.99835422020684,5.57040994068463,"Normal"
0.1888,-0.15959,0.0122276306835937,0.0689655559743589,0.0700079858990127,-0.00172922945889309,-0.570636377179049,2.69683519066448,5.72539257281831,"Normal"
0.20862,-0.23031,0.0127444447949219,0.070340109281832,0.0714515225756722,-0.00928595521786951,-0.0918508060229022,2.91974184005746,5.60648374452079,"Normal"
0.22593,-0.2082,0.00985550071289062,0.0759812290483728,0.0765809390316684,0.034370834389548,-0.157585156374558,2.95021193075958,7.77037527190308,"Normal"
0.18546,-0.16084,0.0143443662695313,0.0676439104149162,0.0691157797048965,0.0196571063039255,-0.469111443464399,2.68332355927776,4.81832228808215,"Normal"
0.21988,-0.22781,0.0122622641503906,0.0744297123678589,0.0753971833811819,-0.114085746723151,-0.135242600623807,2.91628931134421,6.14871629386488,"Normal"
0.19255,-0.17232,0.0126982218457031,0.0678235541850112,0.0689694651214304,-0.013968722846781,-0.383593105110699,2.79181518460363,5.4314270107644,"Normal"
