"max","min","mean","sd","rms","skewness","kurtosis","crest","form","fault"
"0.4069","-0.44329","0.00479699169921875","0.136172955167839","0.136190955566351","-0.0364297240046585","-0.177878293432571","2.98771675628461","28.3909091584485","Ball_007_1"
"0.40934","-0.4056","0.00447320998046875","0.133692320397327","0.133701875146065","0.00663427416044728","-0.133875842322382","3.06158757723337","29.889469917541","Ball_007_1"
"0.44296","-0.37864","0.00487595069335937","0.143063413959148","0.14307665032073","0.019312926910145","-0.429801918856798","3.09596289126864","29.3433341144299","Ball_007_1"
"0.47691","-0.4285","0.00419858909179687","0.144166602890227","0.144157346864811","0.050448974083178","0.0978464679263582","3.30826010863838","34.3347119027348","Ball_007_1"
"0.42785","-0.40073","0.00432650692382813","0.132529957043249","0.132535865512793","-0.00593609119889857","-0.100115572172322","3.22818278919906","30.6334573932738","Ball_007_1"
"0.42331","-0.41405","0.00409012349609375","0.141481142774715","0.141471181177327","0.0673611001808656","-0.0506240207405368","2.99219951708329","34.5884864631687","Ball_007_1"
"0.36272","-0.35979","0.00405217784179687","0.124295083906615","0.124300445908077","0.00821780196487262","-0.16212822510428","2.91809089943443","30.6749730048762","Ball_007_1"
"0.50371","-0.42071","0.00417699349609375","0.145834908068155","0.14582351775363","0.0287945224895076","0.207425665887796","3.4542439227877","34.9111191793814","Ball_007_1"
"0.51524","-0.51492","0.00403787091796875","0.138040642971381","0.138032296587025","0.0125373587641067","0.353610320072484","3.73274960092516","34.1844252555903","Ball_007_1"
"0.50615","-0.49835","0.00409875122070313","0.144588270851487","0.144575765743307","0.0214164153224655","0.234953733503194","3.50093252072872","35.2731253882994","Ball_007_1"
"0.35784","-0.39261","0.0036938830078125","0.131510572880299","0.131498235244753","-0.0104264964110178","-0.406214479200016","2.72125324977909","35.5989171737807","Ball_007_1"
"0.42883","-0.42298","0.00389777250976562","0.138168899494068","0.13815641212097","-0.00844313990057461","-0.0416198169991273","3.10394569037096","35.4449654962747","Ball_007_1"
"0.42639","-0.42493","0.00381164220703125","0.130169556410446","0.13016180333204","0.00669984588050502","0.100264666254413","3.27584582484838","34.148484107961","Ball_007_1"
"0.45872","-0.46278","0.00417862860351562","0.136934421563743","0.136931315584112","-0.0275640211475009","0.0756978878177503","3.35000067766254","32.7694391094981","Ball_007_1"
"0.42282","-0.39244","0.00294181827148437","0.135748933969354","0.135714522054259","-0.0295795814934747","-0.16583595302969","3.11551036396057","46.1328707384025","Ball_007_1"
"0.49705","-0.49072","0.00410082005859375","0.14913184386415","0.149115406748638","0.0337752200939293","0.132718172819904","3.33332424085374","36.3623384147639","Ball_007_1"
"0.44052","-0.49916","0.00385554098632813","0.132488286594159","0.132479694809167","-0.0349014209321788","0.0541561409709925","3.32518881957386","34.3608576018111","Ball_007_1"
"0.46034","-0.45612","0.00369999225585937","0.146445543257497","0.146420775278394","0.0118930389165384","-0.0279697425438465","3.14395275619011","39.573265334953","Ball_007_1"
"0.63967","-0.59143","0.00397251309570312","0.139436259291262","0.139424762785993","0.0428606425669383","0.50297751613925","4.58792245522301","35.0973702105104","Ball_007_1"
"0.45011","-0.46197","0.00322549259765625","0.149088406140666","0.149050495634193","-0.00558578097752185","-0.245538223629414","3.0198490658138","46.2101496504743","Ball_007_1"
"0.50745","-0.40057","0.00395197354492188","0.133365033072847","0.133358467200955","0.084055365182664","-0.0960374047117907","3.80515771252329","33.7447773081162","Ball_007_1"
"0.46879","-0.49884","0.00289851161132813","0.1398337236357","0.139795480790975","-0.0091693580924585","0.424274682625099","3.35339881766954","48.230091694171","Ball_007_1"
"0.46018","-0.46781","0.00345115125","0.138246290565829","0.138221862242087","0.00220905205006856","-0.0142449999284397","3.32928519798136","40.050943070689","Ball_007_1"
"0.52028","-0.52337","0.00368791454101563","0.143753384718429","0.14373049653021","0.0129162448346315","0.119988899855683","3.61983025565243","38.9733804652175","Ball_007_1"
"0.46456","-0.35947","0.0029182039453125","0.130809010443741","0.130777686052786","0.105808792599222","-0.208974651905666","3.55228796304355","44.8144435767945","Ball_007_1"
"0.44735","-0.46976","0.00349571780273438","0.137546141692507","0.137523400223522","-0.0180514347936388","0.0962260303909743","3.2529009555676","39.3405326127727","Ball_007_1"
"0.52986","-0.39537","0.00342910592773438","0.133861487225707","0.133840044852599","0.0639198011813627","0.331424401334363","3.95890482989262","39.0305950510628","Ball_007_1"
"0.3684","-0.3866","0.00319078577148437","0.134937237995442","0.13490907310053","-0.0164684142319228","-0.268855816523393","2.7307281232707","42.2808307302215","Ball_007_1"
"0.45238","-0.41941","0.00344115622070313","0.136582375236422","0.136559032131617","0.0272834207180088","-0.104161981565678","3.31270654850563","39.6840548272797","Ball_007_1"
"0.34339","-0.42785","0.00295853805664063","0.131927494840122","0.131896246742755","0.0162673087882149","-0.29404340844585","2.60348575854273","44.5815616421446","Ball_007_1"
"0.38903","-0.40235","0.00361732427734375","0.132342390190777","0.132327205307075","0.0245549012699918","-0.129349793273909","2.93990943961393","36.581515828115","Ball_007_1"
"0.45352","-0.42119","0.003539297578125","0.130750454682017","0.130734513520852","0.03212848229879","-0.0564611359709373","3.46901508856469","36.9379829288361","Ball_007_1"
"0.41665","-0.43305","0.00338269647460938","0.137749753559953","0.137724024676515","0.0831270064534176","0.0207582243134854","3.02525286331577","40.7142720933658","Ball_007_1"
"0.49055","-0.43062","0.00351368008789062","0.136992071197432","0.136970239609459","0.0766417226198268","-0.0434856696262145","3.58143492629272","38.981989305602","Ball_007_1"
"0.43143","-0.38448","0.0037448625","0.134559026827405","0.134545434432548","0.0234392613252217","-0.170694723406403","3.20657480366819","35.9280038806628","Ball_007_1"
"0.44345","-0.40982","0.00316397298828125","0.151896180663141","0.151854959536921","0.0555852383093942","-0.394430443882645","2.92022072477773","47.995024009169","Ball_007_1"
"0.36402","-0.37133","0.00369095020507813","0.137359922852756","0.137342440578208","-0.00906255086261816","-0.28273262417639","2.65045530330964","37.2105915677887","Ball_007_1"
"0.41437","-0.45498","0.003255420390625","0.140516789171204","0.140485884008158","0.0379454034103788","0.0295049452143825","2.94954900932208","43.1544523136647","Ball_007_1"
"0.48503","-0.40186","0.0037586367578125","0.140530155136605","0.140511800177861","0.0254853388331534","0.149960023611881","3.4518809052766","37.3837136259046","Ball_007_1"
"0.4134","-0.39001","0.00385669200195312","0.13412390909019","0.13411386752404","0.0638341848927571","-0.185428932859966","3.0824552869292","34.7743266654743","Ball_007_1"
"0.59143","-0.65965","0.00363659689453125","0.139487983541662","0.139467277570676","-0.00701196690632717","0.984101279989855","4.24063630051349","38.3510412661927","Ball_007_1"
"0.43305","-0.45027","0.0040804399609375","0.139406825125661","0.139398472407471","-0.026283781981844","-0.194451165103423","3.10656201980583","34.1626083809462","Ball_007_1"
"0.45027","-0.4709","0.00351409455078125","0.136696743795155","0.136675164452308","0.00819195251764993","0.0343059777952939","3.29445369101509","38.8934226092245","Ball_007_1"
"0.48763","-0.39326","0.00394807727539063","0.140599565968848","0.140586344802499","0.0699490142924733","-0.168019210681311","3.46854454950827","35.6088128463974","Ball_007_1"
"0.4069","-0.40852","0.00394776875","0.137608044058206","0.137597480012262","0.00818156619245476","-0.234158784910008","2.95717625034804","34.8544934432296","Ball_007_1"
"0.47675","-0.45563","0.00378668552734375","0.135364062892371","0.135350931049141","0.0471532931210835","0.0117997973693669","3.52232523488818","35.7439058701254","Ball_007_1"
"0.49754","-0.43451","0.0040771780859375","0.136554303446712","0.136548493708488","0.0426664283174862","-0.0912528751048858","3.64368720948454","33.4909319216285","Ball_007_1"
"0.46408","-0.4761","0.00388173365234375","0.148920674152351","0.148898547544937","0.0379410157527713","-0.0898962712318263","3.11675303521643","38.3587749393969","Ball_007_1"
"0.42737","-0.38952","0.00420804118164063","0.143501951221987","0.143493579818345","0.038108028497901","-0.103821851878346","2.97832140323648","34.0998515994561","Ball_007_1"
"0.43987","-0.39342","0.003683486484375","0.144501095780093","0.144477484667778","0.0100086713115744","-0.188085033756144","3.04455743406295","39.2230255983395","Ball_007_1"
"0.49526","-0.38237","0.00412389905273438","0.132127549094402","0.132127390227963","0.0255429723774148","-0.164956713006378","3.74835224661227","32.0394336860295","Ball_007_1"
